epiweek,time_value,issue,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,flu_positive_tests
202420,2024-05-18,2024-05-23,lab,sault area hospital,116,18,105,0,1,0,1,0,105,0,86,0,0,3,0,0,86,0,86,7,86,7,86,0,NA
202420,2024-05-18,2024-05-23,region,on,5701,508,5170,3,8,14,21,38,5170,14,3801,0,0,59,0,166,3802,31,3802,147,3802,274,2420,60,NA
202420,2024-05-18,2024-05-23,lab,mb,1138,105,856,0,0,0,0,23,856,4,83,0,0,7,0,0,83,3,92,2,83,13,92,0,NA
202420,2024-05-18,2024-05-23,lab,sk,1158,75,879,0,0,5,5,31,774,11,351,1,0,34,0,0,351,8,351,4,351,65,351,6,NA
202420,2024-05-18,2024-05-23,lab,ab,3964,312,3122,18,6,0,27,80,2930,15,754,2,2,51,1,0,754,7,705,2,744,75,754,22,NA
202420,2024-05-18,2024-05-23,region,prairies,6260,492,4857,18,6,5,32,134,4560,30,1188,3,2,92,1,0,1188,18,1148,8,1178,153,1197,28,NA
202420,2024-05-18,2024-05-23,region,bc,2978,357,3089,18,4,3,55,42,3083,16,699,1,2,64,2,0,699,18,699,29,672,116,672,18,NA
202420,2024-05-18,2024-05-23,lab,yt,44,3,32,0,0,0,0,4,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202420,2024-05-18,2024-05-23,lab,nt,22,0,22,0,0,0,0,4,22,1,NA,NA,NA,NA,NA,NA,22,0,22,0,22,5,NA,NA,NA
202420,2024-05-18,2024-05-23,lab,nu,166,9,140,0,0,1,1,6,140,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202420,2024-05-18,2024-05-23,region,territories,232,12,194,0,0,1,1,14,194,16,NA,NA,NA,NA,NA,NA,22,0,22,0,22,5,NA,NA,NA
202420,2024-05-18,2024-05-23,nation,ca,25114,2048,23638,40,18,68,155,568,21224,212,8099,8,11,372,6,166,8139,128,8081,290,6563,689,6592,170,NA
202419,2024-05-11,2024-05-16,lab,nl,633,76,525,0,0,8,8,7,525,14,525,2,4,42,3,0,525,12,525,23,525,76,525,18,NA
202419,2024-05-11,2024-05-16,lab,pe,142,8,127,0,0,0,0,1,127,1,22,0,0,9,0,0,22,3,22,0,22,6,22,2,NA
202419,2024-05-11,2024-05-16,lab,ns,1244,104,1136,0,0,29,29,36,939,6,33,0,0,0,0,0,33,1,33,3,33,4,33,1,NA
202419,2024-05-11,2024-05-16,lab,nb,769,27,773,7,0,0,7,25,773,3,106,0,0,14,0,0,106,1,106,5,106,19,106,4,NA
202419,2024-05-11,2024-05-16,region,atlantic,2788,215,2561,7,0,37,44,69,2364,24,686,2,4,65,3,0,686,17,686,31,686,105,686,25,NA
202419,2024-05-11,2024-05-16,lab,région nord est,1181,59,1206,0,0,0,0,125,646,17,89,0,0,10,0,0,89,2,85,6,NA,NA,89,3,NA
202419,2024-05-11,2024-05-16,lab,québec chaudière appalaches,1281,118,1496,0,0,18,18,68,1437,42,645,0,0,11,0,0,657,13,645,37,NA,NA,513,18,NA
202419,2024-05-11,2024-05-16,lab,centre du québec,1451,56,1401,0,0,15,15,62,727,17,29,0,0,1,0,0,29,1,29,2,NA,NA,30,3,NA
202419,2024-05-11,2024-05-16,lab,montréal laval,1549,45,2578,0,0,12,12,83,1422,18,853,1,0,63,0,0,853,17,856,39,NA,NA,853,21,NA
202419,2024-05-11,2024-05-16,lab,ouest du québec,846,33,537,0,0,5,5,22,532,11,20,0,0,1,0,0,20,5,20,2,NA,NA,20,0,NA
202419,2024-05-11,2024-05-16,lab,montérégie,992,50,1205,0,0,5,5,23,1205,24,3,0,0,0,0,0,3,0,3,0,NA,NA,3,0,NA
202419,2024-05-11,2024-05-16,region,qc,7300,361,8423,0,0,55,55,383,5969,129,1639,1,0,86,0,0,1651,38,1638,86,NA,NA,1508,45,NA
202419,2024-05-11,2024-05-16,lab,phol ottawa,102,18,90,1,0,0,1,1,90,0,73,0,0,0,0,14,73,0,73,7,73,5,73,3,NA
202419,2024-05-11,2024-05-16,lab,eorla,701,35,445,0,0,3,3,15,445,0,35,0,0,1,1,0,35,1,35,1,35,5,35,0,NA
202419,2024-05-11,2024-05-16,lab,phol kingston,133,35,85,1,0,0,0,0,84,0,62,0,0,0,0,6,62,0,62,5,62,9,62,2,NA
202419,2024-05-11,2024-05-16,lab,uhn mount sinai hospital,906,38,630,0,0,5,5,0,630,4,70,0,0,2,0,0,70,0,70,2,70,4,70,1,NA
202419,2024-05-11,2024-05-16,lab,phol toronto,301,59,894,6,3,0,4,4,894,1,834,0,0,0,0,116,834,11,834,54,834,109,834,51,NA
202419,2024-05-11,2024-05-16,lab,sick kids hospital toronto,79,2,79,0,0,0,0,3,79,0,79,0,0,3,0,0,79,1,79,3,79,16,79,4,NA
202419,2024-05-11,2024-05-16,lab,shared hospital laboratory,1251,74,980,4,0,0,4,8,980,0,977,0,0,0,0,18,977,5,979,15,979,39,979,3,NA
202419,2024-05-11,2024-05-16,lab,phol sault ste marie,44,40,47,0,0,0,0,0,47,0,13,0,0,0,0,0,13,0,13,0,13,2,13,1,NA
202419,2024-05-11,2024-05-16,lab,phol timmins,28,0,30,0,0,1,1,0,30,0,29,0,0,0,0,6,29,2,29,4,29,5,29,2,NA
202419,2024-05-11,2024-05-16,lab,st josephs london,494,19,371,0,0,0,0,3,371,2,69,0,0,0,0,2,69,0,69,6,69,14,69,3,NA
202419,2024-05-11,2024-05-16,lab,phol london,297,51,298,1,1,0,1,3,298,2,223,0,0,0,0,31,223,1,223,21,223,15,223,9,NA
202419,2024-05-11,2024-05-16,lab,phol orillia,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
202419,2024-05-11,2024-05-16,lab,phol thunder bay,52,18,45,0,1,0,0,0,45,2,30,0,0,0,0,0,30,1,30,0,30,5,30,0,NA
202419,2024-05-11,2024-05-16,lab,phol sudbury,10,0,10,0,0,0,0,0,10,0,7,0,0,0,0,1,7,0,7,2,7,0,7,1,NA
202419,2024-05-11,2024-05-16,lab,phol hamilton,19,4,23,7,1,0,0,1,23,0,23,0,0,0,0,1,23,0,23,3,23,5,23,0,NA
202419,2024-05-11,2024-05-16,lab,phol peterborough,47,4,69,2,1,2,4,1,69,1,42,0,0,0,0,4,42,0,42,1,42,7,42,4,NA
202419,2024-05-11,2024-05-16,lab,st josephs hamilton,1447,40,1360,0,0,7,7,22,1360,7,1360,0,0,53,0,0,1360,8,1360,43,1360,78,0,0,NA
202419,2024-05-11,2024-05-16,lab,sault area hospital,151,35,135,1,0,0,1,0,135,0,118,0,0,3,0,0,118,0,118,3,118,6,118,0,NA
202419,2024-05-11,2024-05-16,region,on,6071,473,5591,23,7,18,31,61,5590,19,4044,0,0,62,1,199,4044,30,4046,170,4046,324,2686,84,NA
202419,2024-05-11,2024-05-16,lab,mb,1217,121,845,0,0,1,1,17,845,1,77,0,0,2,0,0,77,1,99,2,77,3,99,0,NA
202419,2024-05-11,2024-05-16,lab,sk,1243,52,936,0,0,6,6,46,831,13,342,3,0,28,2,0,342,5,342,9,342,41,342,16,NA
202419,2024-05-11,2024-05-16,lab,ab,4140,283,3975,15,10,0,31,166,3742,27,982,3,0,64,0,0,982,6,898,2,977,100,982,48,NA
202419,2024-05-11,2024-05-16,region,prairies,6600,456,5756,15,10,7,38,229,5418,41,1401,6,0,94,2,0,1401,12,1339,13,1396,144,1423,64,NA
202419,2024-05-11,2024-05-16,region,bc,3141,408,3243,15,11,3,69,85,3170,18,744,2,2,57,8,0,744,14,744,27,728,122,728,16,NA
202419,2024-05-11,2024-05-16,lab,yt,45,1,36,1,0,0,1,4,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202419,2024-05-11,2024-05-16,lab,nt,10,0,10,0,0,0,0,1,10,0,NA,NA,NA,NA,NA,NA,10,0,10,0,10,1,NA,NA,NA
202419,2024-05-11,2024-05-16,lab,nu,178,27,167,0,0,0,0,7,167,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202419,2024-05-11,2024-05-16,region,territories,233,28,213,1,0,0,1,12,213,10,NA,NA,NA,NA,NA,NA,10,0,10,0,10,1,NA,NA,NA
202419,2024-05-11,2024-05-16,nation,ca,26133,1941,25787,61,28,120,238,839,22724,241,8514,11,6,364,14,199,8536,111,8463,327,6866,696,7031,234,NA
202418,2024-05-04,2024-05-09,lab,nl,685,65,541,0,0,6,6,12,541,15,541,2,1,45,1,0,541,11,541,27,541,71,541,25,NA
202418,2024-05-04,2024-05-09,lab,pe,168,7,146,0,0,0,0,5,146,1,26,0,0,4,1,0,26,3,26,5,26,8,26,1,NA
202418,2024-05-04,2024-05-09,lab,ns,1234,79,1198,0,0,35,35,37,1096,14,31,0,0,0,0,0,31,1,31,1,31,2,31,3,NA
202418,2024-05-04,2024-05-09,lab,nb,846,24,848,5,1,0,6,30,848,5,113,1,0,16,1,0,113,2,113,0,113,15,113,11,NA
202418,2024-05-04,2024-05-09,region,atlantic,2933,175,2733,5,1,41,47,84,2631,35,711,3,1,65,3,0,711,17,711,33,711,96,711,40,NA
202418,2024-05-04,2024-05-09,lab,région nord est,1234,30,1264,0,0,4,4,160,676,21,86,0,0,8,1,0,86,4,82,2,NA,NA,86,3,NA
202418,2024-05-04,2024-05-09,lab,québec chaudière appalaches,1290,59,1440,0,0,13,13,95,1382,36,657,0,0,22,0,0,679,17,656,41,NA,NA,564,23,NA
202418,2024-05-04,2024-05-09,lab,centre du québec,1499,46,1494,0,0,10,10,79,725,16,29,0,0,2,0,0,29,1,29,2,NA,NA,29,0,NA
202418,2024-05-04,2024-05-09,lab,montréal laval,1503,43,2343,0,0,13,13,101,1288,25,754,1,0,53,0,0,754,19,755,37,NA,NA,754,17,NA
202418,2024-05-04,2024-05-09,lab,ouest du québec,899,28,570,0,0,10,10,28,562,11,14,0,0,1,0,0,14,0,14,0,NA,NA,14,0,NA
202418,2024-05-04,2024-05-09,lab,montérégie,1113,54,1303,0,0,11,11,33,1301,49,5,0,0,0,0,0,5,0,5,0,NA,NA,5,0,NA
202418,2024-05-04,2024-05-09,region,qc,7538,260,8414,0,0,61,61,496,5934,158,1545,1,0,86,1,0,1567,41,1541,82,NA,NA,1452,43,NA
202418,2024-05-04,2024-05-09,lab,phol ottawa,256,50,203,0,1,0,1,2,203,3,138,0,0,0,0,9,138,0,138,12,138,7,138,17,NA
202418,2024-05-04,2024-05-09,lab,eorla,744,30,451,0,0,2,2,15,451,6,46,0,0,0,0,0,46,1,46,1,46,9,46,2,NA
202418,2024-05-04,2024-05-09,lab,phol kingston,168,33,77,3,0,0,0,0,77,0,55,0,0,0,0,9,55,0,55,1,55,9,55,4,NA
202418,2024-05-04,2024-05-09,lab,uhn mount sinai hospital,874,38,588,0,0,3,3,3,588,3,106,0,0,3,0,0,106,0,106,5,106,3,106,9,NA
202418,2024-05-04,2024-05-09,lab,phol toronto,279,56,740,3,4,3,9,4,739,0,724,0,0,0,0,80,724,5,724,50,724,74,724,66,NA
202418,2024-05-04,2024-05-09,lab,sick kids hospital toronto,91,0,89,0,1,0,1,4,89,1,89,0,0,9,0,0,89,3,89,3,89,31,89,4,NA
202418,2024-05-04,2024-05-09,lab,shared hospital laboratory,1357,69,999,4,4,1,9,18,999,3,1001,0,0,0,0,15,1001,8,1002,15,1002,38,1002,6,NA
202418,2024-05-04,2024-05-09,lab,phol sault ste marie,42,24,44,0,0,0,0,0,44,0,27,0,0,0,0,6,27,0,27,0,27,2,27,0,NA
202418,2024-05-04,2024-05-09,lab,phol timmins,28,2,38,0,1,4,4,1,38,0,28,0,0,0,0,1,28,1,28,6,28,1,28,0,NA
202418,2024-05-04,2024-05-09,lab,st josephs london,560,29,431,0,0,2,2,6,431,0,62,0,0,0,0,3,62,5,62,10,62,4,62,4,NA
202418,2024-05-04,2024-05-09,lab,phol london,268,37,272,1,1,1,2,5,272,1,226,0,0,0,0,19,226,2,226,26,226,18,226,17,NA
202418,2024-05-04,2024-05-09,lab,phol orillia,17,0,14,0,0,0,0,0,14,0,13,0,0,0,0,3,13,0,13,4,13,1,13,0,NA
202418,2024-05-04,2024-05-09,lab,phol thunder bay,42,13,44,0,0,0,0,1,44,1,28,0,0,0,0,0,28,0,28,0,28,3,28,6,NA
202418,2024-05-04,2024-05-09,lab,phol sudbury,5,0,8,0,0,0,0,0,8,0,6,0,0,0,0,1,6,0,6,0,6,1,6,0,NA
202418,2024-05-04,2024-05-09,lab,phol hamilton,25,1,63,2,1,1,1,1,59,0,59,0,0,0,0,2,59,3,59,6,59,12,59,1,NA
202418,2024-05-04,2024-05-09,lab,phol peterborough,73,17,88,2,0,1,3,2,88,2,47,0,0,0,0,2,47,0,47,1,47,7,47,7,NA
202418,2024-05-04,2024-05-09,lab,st josephs hamilton,1544,90,1472,0,0,26,26,37,1472,3,1472,0,0,82,0,0,1472,8,1472,46,1472,109,0,0,NA
202418,2024-05-04,2024-05-09,lab,sault area hospital,114,27,103,0,0,0,0,2,103,0,84,0,1,5,0,0,84,2,84,8,84,12,84,2,NA
202418,2024-05-04,2024-05-09,region,on,6487,516,5724,15,13,44,63,101,5719,23,4211,0,1,99,0,150,4211,38,4212,194,4212,341,2740,145,NA
202418,2024-05-04,2024-05-09,lab,mb,1147,74,913,0,2,13,15,50,913,9,91,0,0,7,0,0,91,1,87,3,91,17,87,1,NA
202418,2024-05-04,2024-05-09,lab,sk,1420,76,1047,0,0,5,5,71,868,14,367,1,0,37,2,0,367,1,367,3,367,44,367,14,NA
202418,2024-05-04,2024-05-09,lab,ab,4199,289,4179,8,18,1,30,205,3985,24,1105,3,1,62,0,0,1105,8,1007,0,1096,101,1105,53,NA
202418,2024-05-04,2024-05-09,region,prairies,6766,439,6139,8,20,19,50,326,5766,47,1563,4,1,106,2,0,1563,10,1461,6,1554,162,1559,68,NA
202418,2024-05-04,2024-05-09,region,bc,3202,336,2366,19,16,0,57,43,2272,22,791,1,4,45,1,0,791,21,791,33,767,134,767,24,NA
202418,2024-05-04,2024-05-09,lab,yt,34,6,22,0,0,0,0,2,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202418,2024-05-04,2024-05-09,lab,nt,18,0,18,0,0,0,0,2,18,1,NA,NA,NA,NA,NA,NA,18,0,18,0,18,4,NA,NA,NA
202418,2024-05-04,2024-05-09,lab,nu,187,27,153,0,0,0,0,2,153,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202418,2024-05-04,2024-05-09,region,territories,239,33,193,0,0,0,0,6,193,8,NA,NA,NA,NA,NA,NA,18,0,18,0,18,4,NA,NA,NA
202418,2024-05-04,2024-05-09,nation,ca,27165,1759,25569,47,50,165,278,1056,22515,293,8821,9,7,401,7,150,8861,127,8734,348,7262,737,7229,320,NA
202417,2024-04-27,2024-05-02,lab,nl,617,87,515,0,0,3,3,8,515,14,515,1,1,33,1,0,515,11,515,24,515,65,515,28,NA
202417,2024-04-27,2024-05-02,lab,pe,148,4,137,0,0,0,0,1,137,1,16,0,0,5,0,0,16,1,16,0,16,8,16,4,NA
202417,2024-04-27,2024-05-02,lab,ns,1155,84,1143,0,0,39,39,47,961,7,26,0,0,4,0,0,26,0,26,0,26,7,26,0,NA
202417,2024-04-27,2024-05-02,lab,nb,870,35,873,11,0,0,11,34,873,6,101,1,0,15,1,0,101,3,101,10,101,24,101,2,NA
202417,2024-04-27,2024-05-02,region,atlantic,2790,210,2668,11,0,42,53,90,2486,28,658,2,1,57,2,0,658,15,658,34,658,104,658,34,NA
202417,2024-04-27,2024-05-02,lab,région nord est,1299,39,1370,0,0,3,3,173,645,22,90,1,0,5,0,0,90,4,88,5,NA,NA,90,6,NA
202417,2024-04-27,2024-05-02,lab,québec chaudière appalaches,1282,56,1586,0,0,13,13,106,1499,44,682,0,0,11,0,0,692,14,682,43,NA,NA,539,33,NA
202417,2024-04-27,2024-05-02,lab,centre du québec,1626,68,1524,0,0,10,10,93,665,12,26,0,0,3,0,0,26,0,26,2,NA,NA,26,3,NA
202417,2024-04-27,2024-05-02,lab,montréal laval,1567,45,2275,0,0,22,22,107,1314,32,770,1,1,53,0,0,770,21,772,47,NA,NA,770,28,NA
202417,2024-04-27,2024-05-02,lab,ouest du québec,940,24,593,0,0,11,11,34,589,4,23,0,0,6,0,0,23,2,23,1,NA,NA,23,0,NA
202417,2024-04-27,2024-05-02,lab,montérégie,1009,42,1140,0,0,8,8,38,1140,37,3,0,0,0,0,0,3,0,3,0,NA,NA,3,0,NA
202417,2024-04-27,2024-05-02,region,qc,7723,274,8488,0,0,67,67,551,5852,151,1594,2,1,78,0,0,1604,41,1594,98,NA,NA,1451,70,NA
202417,2024-04-27,2024-05-02,lab,phol ottawa,195,24,170,0,1,2,2,2,170,8,98,0,0,0,0,7,98,0,98,13,98,14,98,8,NA
202417,2024-04-27,2024-05-02,lab,eorla,752,18,443,0,0,2,2,13,443,7,41,0,0,1,0,0,41,0,41,1,41,11,41,2,NA
202417,2024-04-27,2024-05-02,lab,phol kingston,117,28,88,8,1,1,1,0,88,0,52,0,0,0,0,2,52,0,52,2,52,2,52,4,NA
202417,2024-04-27,2024-05-02,lab,uhn mount sinai hospital,873,39,622,0,0,3,3,2,622,3,83,0,0,1,0,0,83,0,83,0,83,1,83,0,NA
202417,2024-04-27,2024-05-02,lab,phol toronto,290,40,896,10,6,6,18,5,896,2,850,0,0,0,0,93,850,12,850,71,850,91,850,54,NA
202417,2024-04-27,2024-05-02,lab,sick kids hospital toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202417,2024-04-27,2024-05-02,lab,shared hospital laboratory,1206,26,902,4,1,1,6,15,902,2,895,0,0,0,0,10,895,4,897,12,897,41,897,5,NA
202417,2024-04-27,2024-05-02,lab,phol sault ste marie,5,3,8,0,0,0,0,0,8,0,8,0,0,0,0,2,8,0,8,0,8,0,8,1,NA
202417,2024-04-27,2024-05-02,lab,phol timmins,24,0,29,0,0,3,3,1,29,0,24,0,0,0,0,2,24,0,24,0,24,1,24,5,NA
202417,2024-04-27,2024-05-02,lab,st josephs london,553,18,426,0,0,1,1,9,426,2,45,0,0,0,0,1,45,1,45,2,45,9,45,1,NA
202417,2024-04-27,2024-05-02,lab,phol london,261,32,240,9,0,1,5,3,240,1,216,0,0,0,0,18,216,1,216,23,216,21,216,25,NA
202417,2024-04-27,2024-05-02,lab,phol orillia,17,1,6,0,0,0,0,1,6,0,6,0,0,0,0,0,6,0,6,0,6,1,6,0,NA
202417,2024-04-27,2024-05-02,lab,phol thunder bay,36,12,23,0,1,0,0,0,23,1,19,0,0,0,0,0,19,0,19,2,19,1,19,1,NA
202417,2024-04-27,2024-05-02,lab,phol sudbury,14,0,18,0,0,0,0,0,18,0,14,0,0,0,0,1,14,0,14,0,14,4,14,1,NA
202417,2024-04-27,2024-05-02,lab,phol hamilton,40,5,54,4,0,1,1,0,54,0,41,0,0,0,0,6,41,0,41,4,41,14,41,3,NA
202417,2024-04-27,2024-05-02,lab,phol peterborough,79,17,81,3,0,0,0,3,81,0,37,0,0,0,0,5,37,1,37,3,37,13,37,2,NA
202417,2024-04-27,2024-05-02,lab,st josephs hamilton,1491,53,1401,0,0,13,13,44,1401,10,1401,0,0,70,0,0,1401,9,1401,30,1401,124,0,0,NA
202417,2024-04-27,2024-05-02,lab,sault area hospital,96,18,71,0,1,0,1,2,71,0,64,0,0,5,0,0,64,0,64,10,64,11,64,1,NA
202417,2024-04-27,2024-05-02,region,on,6049,334,5478,38,11,34,56,100,5478,36,3894,0,0,77,0,147,3894,28,3896,173,3896,359,2495,113,NA
202417,2024-04-27,2024-05-02,lab,mb,1284,70,1014,0,1,13,14,81,1014,10,100,1,0,11,2,0,100,2,100,5,100,19,100,3,NA
202417,2024-04-27,2024-05-02,lab,sk,1285,59,1064,0,0,5,5,69,894,21,396,0,0,26,0,0,396,6,396,17,396,35,396,29,NA
202417,2024-04-27,2024-05-02,lab,ab,3714,196,4198,5,13,0,18,251,3987,44,1062,8,0,73,0,0,1062,10,964,1,1052,108,1062,56,NA
202417,2024-04-27,2024-05-02,region,prairies,6283,325,6276,5,14,18,37,401,5895,75,1558,9,0,110,2,0,1558,18,1460,23,1548,162,1558,88,NA
202417,2024-04-27,2024-05-02,region,bc,2970,272,3018,28,14,1,87,78,2901,30,681,3,1,58,3,0,681,12,681,32,657,123,657,19,NA
202417,2024-04-27,2024-05-02,lab,yt,29,1,22,0,0,0,0,1,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202417,2024-04-27,2024-05-02,lab,nt,25,2,25,0,0,0,0,2,25,0,NA,NA,NA,NA,NA,NA,25,0,25,1,25,3,NA,NA,NA
202417,2024-04-27,2024-05-02,lab,nu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202417,2024-04-27,2024-05-02,region,territories,54,3,47,0,0,0,0,3,47,1,NA,NA,NA,NA,NA,NA,25,0,25,1,25,3,NA,NA,NA
202417,2024-04-27,2024-05-02,nation,ca,25869,1418,25975,82,39,162,300,1223,22659,321,8385,16,3,380,7,147,8420,114,8314,361,6784,751,6819,324,NA
202416,2024-04-20,2024-04-25,lab,nl,582,70,437,0,0,7,7,7,437,16,437,1,1,30,0,0,437,9,437,31,437,36,437,29,NA
202416,2024-04-20,2024-04-25,lab,pe,108,5,98,0,0,0,0,6,98,1,14,0,0,3,0,0,14,0,14,0,14,5,14,0,NA
202416,2024-04-20,2024-04-25,lab,ns,1325,80,1393,0,0,61,61,62,985,15,35,0,0,1,0,0,35,1,35,1,35,4,35,6,NA
202416,2024-04-20,2024-04-25,lab,nb,955,38,950,3,1,0,4,59,950,11,82,0,0,8,0,0,82,4,82,3,82,21,82,1,NA
202416,2024-04-20,2024-04-25,region,atlantic,2970,193,2878,3,1,68,72,134,2470,43,568,1,1,42,0,0,568,14,568,35,568,66,568,36,NA
202416,2024-04-20,2024-04-25,lab,région nord est,1251,29,1294,0,0,0,0,136,645,21,99,0,0,5,0,0,99,4,95,10,NA,NA,99,7,NA
202416,2024-04-20,2024-04-25,lab,québec chaudière appalaches,1283,44,1599,0,0,13,13,140,1508,33,651,0,0,5,0,0,668,11,651,43,NA,NA,494,30,NA
202416,2024-04-20,2024-04-25,lab,centre du québec,1580,30,1470,0,0,17,17,104,645,19,22,0,0,1,0,0,22,0,22,1,NA,NA,22,0,NA
202416,2024-04-20,2024-04-25,lab,montréal laval,1734,44,2326,0,0,35,35,123,1401,42,797,0,0,38,1,0,797,18,801,60,NA,NA,797,26,NA
202416,2024-04-20,2024-04-25,lab,ouest du québec,1049,21,681,0,0,15,15,42,679,4,22,0,0,1,0,0,22,3,22,6,NA,NA,22,0,NA
202416,2024-04-20,2024-04-25,lab,montérégie,1024,21,1237,0,0,11,11,52,1234,29,9,0,0,0,0,0,9,0,9,0,NA,NA,9,0,NA
202416,2024-04-20,2024-04-25,region,qc,7921,189,8607,0,0,91,91,597,6112,148,1600,0,0,50,1,0,1617,36,1600,120,NA,NA,1443,63,NA
202416,2024-04-20,2024-04-25,lab,phol ottawa,253,42,172,1,0,2,3,3,172,9,108,0,0,0,0,9,108,0,108,12,108,4,108,10,NA
202416,2024-04-20,2024-04-25,lab,eorla,762,9,511,0,0,10,10,24,511,7,42,1,0,2,0,0,42,0,42,1,42,4,42,2,NA
202416,2024-04-20,2024-04-25,lab,phol kingston,126,19,113,1,0,0,1,1,113,0,70,0,0,0,0,4,70,1,70,9,70,3,70,10,NA
202416,2024-04-20,2024-04-25,lab,uhn mount sinai hospital,870,28,659,0,0,7,7,3,659,3,82,0,0,2,0,0,82,0,82,0,82,4,82,0,NA
202416,2024-04-20,2024-04-25,lab,phol toronto,325,30,874,12,5,14,24,8,874,2,816,0,0,0,0,89,816,9,816,76,816,80,816,69,NA
202416,2024-04-20,2024-04-25,lab,sick kids hospital toronto,96,1,87,1,0,0,1,8,87,0,87,0,0,1,0,0,87,1,87,5,87,34,87,2,NA
202416,2024-04-20,2024-04-25,lab,shared hospital laboratory,1317,43,971,3,6,1,10,17,971,1,969,0,0,0,0,14,969,6,971,27,971,46,971,11,NA
202416,2024-04-20,2024-04-25,lab,phol sault ste marie,23,0,34,0,0,0,0,1,34,0,21,0,0,0,0,5,21,0,21,0,21,1,21,2,NA
202416,2024-04-20,2024-04-25,lab,phol timmins,19,2,25,1,0,0,1,3,25,0,23,0,0,0,0,2,23,0,23,0,23,1,23,2,NA
202416,2024-04-20,2024-04-25,lab,st josephs london,589,9,477,0,0,11,11,7,477,5,69,0,0,0,0,1,69,4,69,4,69,7,65,5,NA
202416,2024-04-20,2024-04-25,lab,phol london,241,25,218,5,3,0,4,6,218,2,202,0,0,0,0,18,202,2,202,17,202,11,202,22,NA
202416,2024-04-20,2024-04-25,lab,phol orillia,14,2,10,1,0,0,1,0,10,0,9,0,0,0,0,0,9,0,9,1,9,0,9,1,NA
202416,2024-04-20,2024-04-25,lab,phol thunder bay,44,14,34,0,1,0,1,6,34,0,28,0,0,0,0,3,28,0,28,0,28,4,28,1,NA
202416,2024-04-20,2024-04-25,lab,phol sudbury,29,4,39,0,0,0,0,0,39,0,35,0,0,0,0,1,35,0,35,3,35,8,35,2,NA
202416,2024-04-20,2024-04-25,lab,phol hamilton,50,4,91,0,0,0,0,1,91,0,84,0,0,0,0,3,84,4,84,5,84,15,84,4,NA
202416,2024-04-20,2024-04-25,lab,phol peterborough,67,19,80,0,0,0,0,1,80,0,58,0,0,0,0,11,58,1,58,4,58,3,58,1,NA
202416,2024-04-20,2024-04-25,lab,st josephs hamilton,1502,31,1460,0,0,16,16,50,1460,11,1460,0,0,68,0,0,1460,14,1460,75,1460,95,0,0,NA
202416,2024-04-20,2024-04-25,lab,sault area hospital,142,16,121,0,4,1,5,1,121,0,106,1,0,7,0,0,106,0,106,11,106,14,106,2,NA
202416,2024-04-20,2024-04-25,region,on,6469,298,5976,25,19,62,95,140,5976,40,4269,2,0,80,0,160,4269,42,4271,250,4271,334,2807,146,NA
202416,2024-04-20,2024-04-25,lab,mb,1260,94,869,0,1,11,12,51,869,10,108,1,0,4,0,0,108,3,109,6,108,14,109,6,NA
202416,2024-04-20,2024-04-25,lab,sk,1347,50,980,0,0,4,4,75,816,33,335,0,0,29,0,0,335,5,335,9,335,30,335,28,NA
202416,2024-04-20,2024-04-25,lab,ab,3497,176,4055,4,11,0,21,235,3868,45,1041,3,0,47,0,0,1041,9,959,3,1022,94,1041,47,NA
202416,2024-04-20,2024-04-25,region,prairies,6104,320,5904,4,12,15,37,361,5553,88,1484,4,0,80,0,0,1484,17,1403,18,1465,138,1485,81,NA
202416,2024-04-20,2024-04-25,region,bc,3013,267,2320,28,10,3,53,53,2238,37,776,3,1,52,1,0,771,24,771,35,755,125,755,29,NA
202416,2024-04-20,2024-04-25,lab,yt,41,0,27,0,0,0,0,3,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
